code,name,short_name,market,unit,sector
2391,プラネット,2391プラネット,ＪＱ,100,サービス業
2393,日本ケアサプライ,2393日本ケアサプライ,東証２,100,サービス業
2395,新日本科学,2395新日本科学,東証１,100,サービス業
2397,ＤＮＡチップ研究所,2397ＤＮＡチップ研究所,東証２,100,サービス業
2398,ツクイ,2398ツクイ,東証１,100,サービス業
2402,アマナ,2402アマナ,東証Ｍ,100,サービス業
2404,鉄人化計画,2404鉄人化計画,東証２,100,サービス業
2405,ＦＵＪＩＫＯＨ,2405ＦＵＪＩＫＯＨ,東証２,100,サービス業
2406,アルテ　サロン　ホールディングス,2406アルテＨＤ,ＪＱ,100,サービス業
2408,ＫＧ情報,2408ＫＧ情報,ＪＱ,100,サービス業
2410,キャリアデザインセンター,2410キャリアデザ,東証１,100,サービス業
2411,ゲンダイエージェンシー,2411ゲンダイエージェンシー,ＪＱ,100,情報・通信業
2412,ベネフィット・ワン,2412ベネフィット・ワン,東証１,100,サービス業
2413,エムスリー,2413エムスリー,東証１,100,サービス業
2415,ヒューマンホールディングス,2415ヒューマン,ＪＱ,100,サービス業
2417,ツヴァイ,2417ツヴァイ,東証２,100,サービス業
2418,ツカダ・グローバルホールディング,2418ツカダＧＨＤ,東証１,100,サービス業
2424,ブラス,2424ブラス,東証１,100,サービス業
2425,ケアサービス,2425ケアサービス,ＪＱＧ,100,サービス業
2427,アウトソーシング,2427アウトソーシング,東証１,100,サービス業
2428,ウェルネット,2428ウェルネット,東証１,100,サービス業
2429,ワールドホールディングス,2429ワールドＨＤ,東証１,100,サービス業
2432,ディー・エヌ・エー,2432ディー・エヌ・エー,東証１,100,サービス業
2433,博報堂ＤＹホールディングス,2433博報堂ＤＹ,東証１,100,サービス業
2435,シダー,2435シダー,ＪＱ,100,サービス業
2436,共同ピーアール,2436共同ピーアール,ＪＱ,100,サービス業
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,2437シンワワイズ,ＪＱ,100,サービス業
2438,アスカネット,2438アスカネット,東証Ｍ,100,サービス業
2440,ぐるなび,2440ぐるなび,東証１,100,サービス業
2445,タカミヤ,2445タカミヤ,東証１,100,サービス業
2449,プラップジャパン,2449プラップジャパン,ＪＱ,100,サービス業
2452,ＣＭＩＮＤ,2452ＣＭＩＮＤ,東証,100,
2453,ジャパンベストレスキューシステム,2453ＪＢＲ,東証１,100,サービス業
2454,オールアバウト,2454オールアバウト,ＪＱ,100,サービス業
2459,アウンコンサルティング,2459アウンコンサルティング,東証２,100,サービス業
2461,ファンコミュニケーションズ,2461ファンコミ,東証１,100,サービス業
2462,ライク,2462ライク,東証１,100,サービス業
2464,ビジネス・ブレークスルー,2464ブレクスルー,東証１,100,サービス業
2467,バルクホールディングス,2467バルクホールディングス,名証Ｃ,100,サービス業
2468,フュートレック,2468フュートレック,東証２,100,サービス業
2469,ヒビノ,2469ヒビノ,ＪＱ,100,サービス業
2471,エスプール,2471エスプール,東証１,100,サービス業
2475,ＷＤＢホールディングス,2475ＷＤＢホールディングス,東証１,100,サービス業
2477,手間いらず,2477手間いらず,東証Ｍ,100,サービス業
2479,ジェイテック,2479ジェイテック,ＪＱＧ,100,サービス業
2480,システム・ロケーション,2480システム・ロケーション,ＪＱ,100,サービス業
2481,タウンニュース社,2481タウンニュース社,ＪＱ,100,サービス業
2483,翻訳センター,2483翻訳センター,ＪＱ,100,サービス業
2484,出前館,2484出前館,ＪＱ,100,情報・通信業
2485,ティア,2485ティア,東証１,100,サービス業
2487,ＣＤＧ,2487ＣＤＧ,東証１,100,サービス業
2488,日本サード・パーティ,2488日本サード・パーティ,ＪＱ,100,サービス業
2489,アドウェイズ,2489アドウェイズ,東証Ｍ,100,サービス業
2491,バリューコマース,2491バリューコマース,東証１,100,サービス業
2492,インフォマート,2492インフォマート,東証１,100,サービス業
2493,イーサポートリンク,2493イーサポートリンク,ＪＱ,100,サービス業
2497,ユナイテッド,2497ユナイテッド,東証Ｍ,100,サービス業
2498,オリエンタルコンサルタンツホールディングス,2498オリコンＨＤ,ＪＱ,100,サービス業
2499,日本和装ホールディングス,2499日本和装,東証２,100,サービス業
2501,サッポロホールディングス,2501サッポロＨＤ,東証１,100,食料品
2502,アサヒグループホールディングス,2502アサヒ,東証１,100,食料品
2503,キリンホールディングス,2503キリンホールディングス,東証１,100,食料品
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ,2510野村国内債券,東証Ｅ,10,ETF銘柄一覧
2511,ＮＥＸＴ　ＦＵＮＤＳＦＴＳＥ世界国債,2511野村外国債券,東証Ｅ,10,ETF銘柄一覧
2512,ＮＥＸＴ　ＦＵＮＤＳＦＴＳＥ世界国債,2512野村外国債Ｈ,東証Ｅ,10,ETF銘柄一覧
2513,ＮＥＸＴ　ＦＵＮＤＳ外国株式・ＭＳＣＩ,2513野村外国株式,東証Ｅ,10,ETF銘柄一覧
2514,ＮＥＸＴ　ＦＵＮＤＳ外国株式・ＭＳＣＩ,2514野村外国株Ｈ,東証Ｅ,10,ETF銘柄一覧
2515,ＮＥＸＴ　ＦＵＮＤＳ外国ＲＥＩＴ・Ｓ＆Ｐ先進国,2515野村外リート,東証Ｅ,10,ETF銘柄一覧
2516,東証マザーズＥＴＦ,2516東証マザーズＥＴＦ,東証Ｅ,10,ETF銘柄一覧
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,2517ＭＸＪリコア,東証Ｅ,10,ETF銘柄一覧
2518,ＮＥＸＴ　ＦＵＮＤＳ日本株女性活躍指数,2518野村女性活躍,東証Ｅ,1,ETF銘柄一覧
2519,ＮＥＸＴ　ＦＵＮＤＳ新興国債券,2519野村新興国債,東証Ｅ,10,ETF銘柄一覧
2520,ＮＥＸＴ　ＦＵＮＤＳ新興国株式,2520野村新興国株,東証Ｅ,10,ETF銘柄一覧
2521,上場インデックスファンド米国株式,2521日興ＳＰヘ有,東証Ｅ,10,ETF銘柄一覧
2522,ｉシェアーズ　オートメーション＆ロボット　ＥＴＦ,2522ｉＳロボット,東証Ｅ,1,ETF銘柄一覧
2523,ＭＡＸＩＳトピックス（除く金融）上場投信,2523ＭＸトピ除金,東証Ｅ,10,ETF銘柄一覧
2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,2524農中東証指数,東証Ｅ,10,ETF銘柄一覧
2525,ＮＺＡＭ　上場投信　日経２２５,2525農中日経平均,東証Ｅ,1,ETF銘柄一覧
2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,2526農中４００,東証Ｅ,1,ETF銘柄一覧
2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,2527農中Ｊリコア,東証Ｅ,10,ETF銘柄一覧
2528,ダイワ上場投信－東証ＲＥＩＴ　Ｃｏｒｅ指数,2528大和Ｊリコア,東証Ｅ,10,ETF銘柄一覧
2529,ＮＥＸＴ　ＦＵＮＤＳ野村株主還元７０,2529株主還元７０,東証Ｅ,1,ETF銘柄一覧
2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）,2530ＭＸ中国株投,東証Ｅ,1,ETF銘柄一覧
2531,宝ホールディングス,2531宝ホールディングス,東証１,100,食料品
2533,オエノンホールディングス,2533オエノンＨＤ,東証１,100,食料品
2540,養命酒製造,2540養命酒製造,東証１,100,食料品
2551,マルサンアイ,2551マルサンアイ,名証２,100,食料品
2552,上場インデックスファンドＪリート隔月分配型ミニ,2552日興リートＭ,東証Ｅ,1,ETF銘柄一覧
2553,Ｏｎｅ　ＥＴＦ　南方中国Ａ株　ＣＳＩ５００,2553Ｏｎｅ中国５,東証Ｅ,10,ETF銘柄一覧
2554,ＮＥＸＴ　ＦＵＮＤＳ米国投資適格社債,2554野村米社債Ｈ,東証Ｅ,10,ETF銘柄一覧
2555,東証ＲＥＩＴ　ＥＴＦ,2555東証ＲＥＩＴ　ＥＴＦ,東証Ｅ,10,ETF銘柄一覧
2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,2556ＯｎｅＪリト,東証Ｅ,10,ETF銘柄一覧
2557,ＳＭＤＡＭ　トピックス,2557ＳＭＤＡＭ　トピックス,東証Ｅ,10,ETF銘柄一覧
2573,北海道コカ・コーラボトリング,2573北海コカ,東証２,100,食料品
2579,コカ・コーラ　ボトラーズジャパンホールディングス,2579コカＢＪＨ,東証１,100,食料品
2586,フルッタフルッタ,2586フルッタフルッタ,東証Ｍ,100,食料品
2587,サントリー食品インターナショナル,2587サントリＢＦ,東証１,100,食料品
2588,プレミアムウォーターホールディングス,2588プレミアムＷ,東証２,100,食料品
2590,ダイドーグループホールディングス,2590ＤｙＤｏ,東証１,100,食料品
2593,伊藤園,2593伊藤園,東証１,100,食料品
2594,キーコーヒー,2594キーコーヒー,東証１,100,食料品
2597,ユニカフェ,2597ユニカフェ,東証１,100,食料品
2599,ジャパンフーズ,2599ジャパンフーズ,東証１,100,食料品
2602,日清オイリオグループ,2602日清オイリオグループ,東証１,100,食料品
2607,不二製油グループ本社,2607不二製油グループ本社,東証１,100,食料品
2608,ボーソー油脂,2608ボーソー油脂,東証２,100,食料品
2612,かどや製油,2612かどや製油,東証１,100,食料品
2613,Ｊ－オイルミルズ,2613Ｊ－オイルミルズ,東証１,100,食料品
2651,ローソン,2651ローソン,東証１,100,小売業
2652,まんだらけ,2652まんだらけ,東証２,100,小売業
2653,イオン九州,2653イオン九州,ＪＱ,100,小売業
2654,アスモ,2654アスモ,東証２,100,小売業
2655,マックスバリュ東北,2655マックスバリュ東北,東証２,100,小売業
2656,ベクター,2656ベクター,ＪＱ,100,小売業
2659,サンエー,2659サンエー,東証１,100,小売業
2664,カワチ薬品,2664カワチ薬品,東証１,100,小売業
2666,オートウェーブ,2666オートウェーブ,ＪＱ,100,小売業
2667,イメージ　ワン,2667イメージ　ワン,ＪＱ,100,卸売業
2668,タビオ,2668タビオ,東証２,100,卸売業
2669,カネ美食品,2669カネ美食品,ＪＱ,100,小売業
2670,エービーシー・マート,2670エービーシー・マート,東証１,100,小売業
2673,夢みつけ隊,2673夢みつけ隊,ＪＱ,100,小売業
2674,ハードオフコーポレーション,2674ハードオフ,東証１,100,小売業
2675,ダイナックホールディングス,2675ダイナック,東証２,100,小売業
2676,高千穂交易,2676高千穂交易,東証１,100,卸売業
2678,アスクル,2678アスクル,東証１,100,小売業
2681,ゲオホールディングス,2681ゲオホールディングス,東証１,100,小売業
2683,魚喜,2683魚喜,東証２,100,小売業
2685,アダストリア,2685アダストリア,東証１,100,小売業
2686,ジーフット,2686ジーフット,東証１,100,小売業
2687,シー・ヴイ・エス・ベイエリア,2687ＣＶＳベイ,東証１,100,小売業
2689,カワニシホールディングス,2689カワニシ,東証２,100,卸売業
2692,伊藤忠食品,2692伊藤忠食品,東証１,100,卸売業
2693,ＹＫＴ,2693ＹＫＴ,ＪＱ,100,卸売業
2694,ジー・テイスト,2694ジー・テイスト,ＪＱ,100,小売業
2695,くら寿司,2695くら寿司,東証１,100,小売業
2698,キャンドゥ,2698キャンドゥ,東証１,100,小売業
2700,木徳神糧,2700木徳神糧,ＪＱ,100,卸売業
2702,日本マクドナルドホールディングス,2702マクドナルド,ＪＱ,100,小売業
2705,大戸屋ホールディングス,2705大戸屋ホールディングス,ＪＱ,100,小売業
2706,ブロッコリー,2706ブロッコリー,ＪＱ,100,その他製品
2708,久世,2708久世,ＪＱ,100,卸売業
2714,プラマテルズ,2714プラマテルズ,ＪＱ,100,卸売業
2715,エレマテック,2715エレマテック,東証１,100,卸売業
2721,ジェイホールディングス,2721ジェイホールディングス,ＪＱ,100,卸売業
2722,アイケイ,2722アイケイ,東証２,100,小売業
2726,パルグループホールディングス,2726パルＨＤ,東証１,100,小売業
2729,ＪＡＬＵＸ,2729ＪＡＬＵＸ,東証１,100,卸売業
2730,エディオン,2730エディオン,東証１,100,小売業
2733,あらた,2733あらた,東証１,100,卸売業
2734,サーラコーポレーション,2734サーラコーポレーション,東証１,100,小売業
2735,ワッツ,2735ワッツ,東証１,100,小売業
2736,フェスタリアホールディングス,2736フェスタリア,ＪＱ,100,小売業
2737,トーメンデバイス,2737トーメンデバイス,東証１,100,卸売業
2742,ハローズ,2742ハローズ,東証１,100,小売業
2743,ピクセルカンパニーズ,2743ピクセルカンパニーズ,ＪＱ,100,卸売業
2747,北雄ラッキー,2747北雄ラッキー,ＪＱ,100,小売業
2749,ＪＰホールディングス,2749ＪＰホールディングス,東証１,100,サービス業
2750,石光商事,2750石光商事,ＪＱ,100,卸売業
2751,テンポスホールディングス,2751テンポスＨＤ,ＪＱ,100,卸売業
2752,フジオフードシステム,2752フジオフードシステム,東証１,100,小売業
2753,あみやき亭,2753あみやき亭,東証１,100,小売業
2754,東葛ホールディングス,2754東葛ホールディングス,ＪＱ,100,小売業
2760,東京エレクトロン　デバイス,2760東エレデバ,東証１,100,卸売業
2761,トシン・グループ,2761トシン・グループ,ＪＱ,100,卸売業
2762,三光マーケティングフーズ,2762三光Ｍフーズ,東証２,100,小売業
2763,エフティグループ,2763エフティグループ,ＪＱ,100,卸売業
2764,ひらまつ,2764ひらまつ,東証１,100,小売業
2767,フィールズ,2767フィールズ,東証１,100,卸売業
2768,双日,2768双日,東証１,100,卸売業
2769,ヴィレッジヴァンガードコーポレーション,2769ヴィレッジＶ,ＪＱ,100,小売業
2773,ミューチュアル,2773ミューチュアル,ＪＱ,100,機械
2776,新都ホールディングス,2776新都ホールディングス,ＪＱ,100,卸売業
2777,カッシーナ・イクスシー,2777カッシーナ・イクスシー,ＪＱ,100,卸売業
2778,パレモ・ホールディングス,2778パレモ・ＨＤ,東証２,100,小売業
2780,コメ兵,2780コメ兵,東証２,100,小売業
2782,セリア,2782セリア,ＪＱ,100,小売業
2784,アルフレッサ　ホールディングス,2784アルフレッサ,東証１,100,卸売業
2788,アップルインターナショナル,2788アップル,東証２,100,卸売業
2789,カルラ,2789カルラ,ＪＱ,100,小売業
2790,ナフコ,2790ナフコ,ＪＱ,100,小売業
2791,大黒天物産,2791大黒天物産,東証１,100,小売業
2792,ハニーズホールディングス,2792ハニーズＨＤ,東証１,100,小売業
2795,日本プリメックス,2795日本プリメックス,ＪＱ,100,卸売業
2796,ファーマライズホールディングス,2796ファマライズ,東証１,100,小売業
2798,ワイズテーブルコーポレーション,2798Ｙｓテーブル,東証２,100,小売業
2801,キッコーマン,2801キッコーマン,東証１,100,食料品
2802,味の素,2802味の素,東証１,100,食料品
2804,ブルドックソース,2804ブルドックソース,東証２,100,食料品
2805,エスビー食品,2805エスビー食品,東証２,100,食料品
2806,ユタカフーズ,2806ユタカフーズ,東証２,100,食料品
2809,キユーピー,2809キユーピー,東証１,100,食料品
2810,ハウス食品グループ本社,2810ハウス食品グループ本社,東証１,100,食料品
2811,カゴメ,2811カゴメ,東証１,100,食料品
2812,焼津水産化学工業,2812焼津水産化学工業,東証１,100,食料品
2813,和弘食品,2813和弘食品,ＪＱ,100,食料品
2814,佐藤食品工業,2814佐藤食品工業,ＪＱ,100,食料品
2815,アリアケジャパン,2815アリアケジャパン,東証１,100,食料品
2816,ダイショー,2816ダイショー,東証２,100,食料品
2818,ピエトロ,2818ピエトロ,東証１,100,食料品
2819,エバラ食品工業,2819エバラ食品工業,東証１,100,食料品
2820,やまみ,2820やまみ,東証１,100,食料品
2830,アヲハタ,2830アヲハタ,東証２,100,食料品
2831,はごろもフーズ,2831はごろもフーズ,東証２,100,食料品
2871,ニチレイ,2871ニチレイ,東証１,100,食料品
2872,セイヒョー,2872セイヒョー,東証２,100,食料品
2874,ヨコレイ,2874ヨコレイ,東証１,100,卸売業
2875,東洋水産,2875東洋水産,東証１,100,食料品
2876,ジェーシー・コムサ,2876ジェーシー・コムサ,ＪＱ,100,食料品
2877,日東ベスト,2877日東ベスト,ＪＱ,100,食料品
2882,イートアンド,2882イートアンド,東証１,100,食料品
2883,大冷,2883大冷,東証１,100,食料品
2884,ヨシムラ・フード・ホールディングス,2884ヨシムラＨＤ,東証１,100,食料品
2892,日本食品化工,2892日本食品化工,東証２,100,食料品
2894,石井食品,2894石井食品,東証２,100,食料品
2897,日清食品ホールディングス,2897日清食ＨＤ,東証１,100,食料品
2899,永谷園ホールディングス,2899永谷園ホールディングス,東証１,100,食料品
2901,石垣食品,2901石垣食品,ＪＱ,100,食料品
2902,太陽化学,2902太陽化学,名証２,100,食料品
2903,シノブフーズ,2903シノブフーズ,東証２,100,食料品
2904,一正蒲鉾,2904一正蒲鉾,東証１,100,食料品
2905,オーケー食品工業,2905オーケー食品工業,ＪＱ,100,食料品
2907,あじかん,2907あじかん,東証２,100,食料品
2908,フジッコ,2908フジッコ,東証１,100,食料品
2910,ロック・フィールド,2910ロック・フィールド,東証１,100,食料品
2911,旭松食品,2911旭松食品,東証２,100,食料品
2914,ＪＴ,2914ＪＴ,東証１,100,食料品
2915,ケンコーマヨネーズ,2915ケンコーマヨネーズ,東証１,100,食料品
2916,仙波糖化工業,2916仙波糖化工業,ＪＱ,100,食料品
2917,大森屋,2917大森屋,ＪＱ,100,食料品
2918,わらべや日洋ホールディングス,2918わらべ日洋,東証１,100,食料品
2922,なとり,2922なとり,東証１,100,食料品
2923,サトウ食品工業,2923サトウ食品工業,東証２,100,食料品
2924,イフジ産業,2924イフジ産業,東証１,100,食料品
2925,ピックルスコーポレーション,2925ピックルス,東証１,100,食料品
2926,篠崎屋,2926篠崎屋,東証２,100,食料品
2927,ＡＦＣ－ＨＤアムスライフサイエンス,2927ＡＦＣ－ＨＤ,ＪＱ,100,食料品
2929,ファーマフーズ,2929ファーマフーズ,東証２,100,食料品
2930,北の達人コーポレーション,2930北の達人,東証１,100,食料品
2931,ユーグレナ,2931ユーグレナ,東証１,100,食料品
2970,グッドライフカンパニー,2970グッドライフカンパニー,ＪＱ,100,不動産業
2971,エスコンジャパンリート投資法人,2971エスコンＪＰ,東証Ｒ,1,REIT銘柄一覧
2972,サンケイリアルエステート投資法人,2972サンケイＲＥ,東証Ｒ,1,REIT銘柄一覧
2975,スター・マイカ・ホールディングス,2975スターマイカ,東証１,100,不動産業
2977,Ｌｉｖ－ｕｐ,2977Ｌｉｖ－ｕｐ,東証,100,
2978,ツクルバ,2978ツクルバ,東証Ｍ,100,不動産業
2979,ＳＯＳｉＬＡ物流リート投資法人,2979ソシラ物流,東証Ｒ,1,REIT銘柄一覧
2980,ＳＲＥホールディングス,2980ＳＲＥホールディングス,東証Ｍ,100,不動産業
2981,ランディックス,2981ランディックス,東証Ｍ,100,不動産業
3001,片倉工業,3001片倉工業,東証１,100,繊維製品
3002,グンゼ,3002グンゼ,東証１,100,繊維製品
3003,ヒューリック,3003ヒューリック,東証１,100,不動産業
3004,神栄,3004神栄,東証１,100,卸売業
3010,価値開発,3010価値開発,東証２,100,サービス業
3011,バナーズ,3011バナーズ,東証２,100,小売業
3020,アプライド,3020アプライド,ＪＱ,100,小売業
3021,パシフィックネット,3021パシフィックネット,東証２,100,小売業
3023,ラサ商事,3023ラサ商事,東証１,100,卸売業
3024,クリエイト,3024クリエイト,ＪＱ,100,卸売業
3028,アルペン,3028アルペン,東証１,100,小売業
3030,ハブ,3030ハブ,東証１,100,小売業
3031,ラクーンホールディングス,3031ラクーンＨＤ,東証１,100,卸売業
3032,ゴルフ・ドゥ,3032ゴルフ・ドゥ,名証Ｃ,100,小売業
3034,クオールホールディングス,3034クオールＨＤ,東証１,100,小売業
3035,ケイティケイ,3035ケイティケイ,ＪＱ,100,卸売業
3036,アルコニックス,3036アルコニックス,東証１,100,卸売業
3038,神戸物産,3038神戸物産,東証１,100,卸売業
3039,碧,3039碧,東証,100,
3040,ソリトンシステムズ,3040ソリトンシステムズ,東証１,100,情報・通信業
3041,ビューティ花壇,3041ビューティ花壇,東証２,100,卸売業
3042,セキュアヴェイル,3042セキュアヴェイル,ＪＱＧ,100,情報・通信業
3045,カワサキ,3045カワサキ,東証２,100,卸売業
3046,ジンズホールディングス,3046ジンズホールディングス,東証１,100,小売業
3048,ビックカメラ,3048ビックカメラ,東証１,100,小売業
3050,ＤＣＭホールディングス,3050ＤＣＭホールディングス,東証１,100,小売業
3053,ペッパーフードサービス,3053ペッパーフードサービス,東証１,100,小売業
3054,ハイパー,3054ハイパー,東証２,100,卸売業
3057,ゼットン,3057ゼットン,名証Ｃ,100,小売業
3058,三洋堂ホールディングス,3058三洋堂ホールディングス,ＪＱ,100,小売業
3059,ヒラキ,3059ヒラキ,東証２,100,小売業
3063,ジェイグループホールディングス,3063Ｊグループ,東証Ｍ,100,小売業
3064,ＭｏｎｏｔａＲＯ,3064ＭｏｎｏｔａＲＯ,東証１,100,小売業
3065,ライフフーズ,3065ライフフーズ,ＪＱ,100,小売業
3066,ＪＢイレブン,3066ＪＢイレブン,名証２,100,小売業
3067,東京一番フーズ,3067東京一番フーズ,東証１,100,小売業
3068,ＷＤＩ,3068ＷＤＩ,ＪＱ,100,小売業
3069,ＪＦＬＡホールディングス,3069ＪＦＬＡＨＤ,ＪＱ,100,小売業
3070,アマガサ,3070アマガサ,ＪＱＧ,100,卸売業
3071,ストリーム,3071ストリーム,東証２,100,小売業
3073,ＤＤホールディングス,3073ＤＤホールディングス,東証１,100,小売業
3075,銚子丸,3075銚子丸,ＪＱ,100,小売業
3076,あい　ホールディングス,3076あい　ホールディングス,東証１,100,卸売業
3077,ホリイフードサービス,3077ホリイフードサービス,ＪＱ,100,小売業
3079,ディーブイエックス,3079ディーブイエックス,東証１,100,卸売業
3080,ジェーソン,3080ジェーソン,ＪＱ,100,小売業
3082,きちりホールディングス,3082きちりホールディングス,東証１,100,小売業
3083,シーズメン,3083シーズメン,ＪＱ,100,小売業
3085,アークランドサービスホールディングス,3085ＡＬサービス,東証１,100,小売業
3086,Ｊ．フロント　リテイリング,3086Ｊフロント,東証１,100,小売業
3087,ドトール・日レスホールディングス,3087ドトル日レス,東証１,100,小売業
3088,マツモトキヨシホールディングス,3088マツキヨＨＤ,東証１,100,小売業
3089,テクノアルファ,3089テクノアルファ,ＪＱ,100,卸売業
3091,ブロンコビリー,3091ブロンコビリー,東証１,100,小売業
3092,ＺＯＺＯ,3092ＺＯＺＯ,東証１,100,小売業
3093,トレジャー・ファクトリー,3093トレファク,東証１,100,小売業
3094,スーパーバリュー,3094スーパーバリュー,ＪＱ,100,小売業
3096,オーシャンシステム,3096オーシャンシステム,ＪＱ,100,小売業
3097,物語コーポレーション,3097物語コーポレーション,東証１,100,小売業
3098,ココカラファイン,3098ココカラファイン,東証１,100,小売業
3099,三越伊勢丹ホールディングス,3099三越伊勢丹,東証１,100,小売業
3101,東洋紡,3101東洋紡,東証１,100,繊維製品
3103,ユニチカ,3103ユニチカ,東証１,100,繊維製品
3104,富士紡ホールディングス,3104富士紡ホールディングス,東証１,100,繊維製品
3105,日清紡ホールディングス,3105日清紡ホールディングス,東証１,100,電気機器
3106,クラボウ,3106クラボウ,東証１,100,繊維製品
3107,ダイワボウホールディングス,3107ダイワボウ,東証１,100,卸売業
3109,シキボウ,3109シキボウ,東証１,100,繊維製品
3110,日東紡績,3110日東紡績,東証１,100,ガラス・土石
3111,オーミケンシ,3111オーミケンシ,東証２,100,繊維製品
3113,Ｏａｋ　キャピタル,3113Ｏａｋ　キャピタル,東証２,100,証券・商品
3116,トヨタ紡織,3116トヨタ紡織,東証１,100,輸送用機器
3121,マーチャント・バンカーズ,3121マーチャント,東証２,100,サービス業
3123,サイボー,3123サイボー,東証２,100,繊維製品
3125,新内外綿,3125新内外綿,東証２,100,繊維製品
3131,シンデン・ハイテックス,3131シンデン・ハイテックス,ＪＱ,100,卸売業
3132,マクニカ・富士エレホールディングス,3132マクニカ富士,東証１,100,卸売業
3133,海帆,3133海帆,東証Ｍ,100,小売業
3134,Ｈａｍｅｅ,3134Ｈａｍｅｅ,東証１,100,小売業
3135,マーケットエンタープライズ,3135マーケットＥ,東証Ｍ,100,小売業
3137,ファンデリー,3137ファンデリー,東証Ｍ,100,小売業
3138,富士山マガジンサービス,3138富士山マガジンサービス,東証Ｍ,100,小売業
3139,ラクト・ジャパン,3139ラクト・ジャパン,東証１,100,卸売業
3140,イデアインターナショナル,3140イデアインタ,ＪＱＧ,100,卸売業
3141,ウエルシアホールディングス,3141ウエルシア,東証１,100,小売業
3143,オーウイル,3143オーウイル,東証２,100,卸売業
3148,クリエイトＳＤホールディングス,3148クリエイトＳ,東証１,100,小売業
3150,グリムス,3150グリムス,ＪＱ,100,卸売業
3151,バイタルケーエスケー・ホールディングス,3151バイタルＫＳ,東証１,100,卸売業
3153,八洲電機,3153八洲電機,東証１,100,卸売業
3154,メディアスホールディングス,3154メディアス,東証１,100,卸売業
3156,レスターホールディングス,3156レスターＨＤ,東証１,100,卸売業
3157,ジューテックホールディングス,3157ジューテック,東証１,100,卸売業
3159,丸善ＣＨＩホールディングス,3159丸善ＣＨＩ,東証１,100,小売業
3160,大光,3160大光,東証１,100,卸売業
3161,アゼアス,3161アゼアス,東証２,100,卸売業
3166,ＯＣＨＩホールディングス,3166ＯＣＨＩＨＤ,東証１,100,卸売業
3167,ＴＯＫＡＩホールディングス,3167ＴＯＫＡＩ,東証１,100,卸売業
3168,黒谷,3168黒谷,東証１,100,卸売業
3169,ミサワ,3169ミサワ,東証１,100,小売業
3171,マックスバリュ九州,3171マックスバリュ九州,ＪＱ,100,小売業
3172,ティーライフ,3172ティーライフ,東証１,100,小売業
3173,Ｃｏｍｉｎｉｘ,3173Ｃｏｍｉｎｉｘ,東証１,100,卸売業
3174,ハピネス・アンド・ディ,3174ハピネス・アンド・ディ,ＪＱ,100,小売業
3175,エー・ピーカンパニー,3175エー・ピーカンパニー,東証１,100,小売業
3176,三洋貿易,3176三洋貿易,東証１,100,卸売業
3177,ありがとうサービス,3177ありがとうサービス,ＪＱ,100,小売業
3178,チムニー,3178チムニー,東証１,100,小売業
3179,シュッピン,3179シュッピン,東証１,100,小売業
3180,ビューティガレージ,3180ビューティガレージ,東証１,100,卸売業
3181,買取王国,3181買取王国,ＪＱ,100,小売業
3182,オイシックス・ラ・大地,3182オイシックス・ラ・大地,東証Ｍ,100,小売業
3183,ウイン・パートナーズ,3183ウイン・パートナーズ,東証１,100,卸売業
3184,ＩＣＤＡホールディングス,3184ＩＣＤＡ,東証２,100,小売業
3185,夢展望,3185夢展望,東証Ｍ,100,小売業
3186,ネクステージ,3186ネクステージ,東証１,100,小売業
3187,サンワカンパニー,3187サンワカンパニー,東証Ｍ,100,小売業
3189,ＡＮＡＰ,3189ＡＮＡＰ,ＪＱ,100,小売業
3190,ホットマン,3190ホットマン,ＪＱ,100,小売業
3191,ジョイフル本田,3191ジョイフル本田,東証１,100,小売業
3192,白鳩,3192白鳩,ＪＱ,100,小売業
3193,鳥貴族,3193鳥貴族,東証１,100,小売業
3194,キリン堂ホールディングス,3194キリン堂ＨＤ,東証１,100,小売業
3195,ジェネレーションパス,3195ジェネレーションパス,東証Ｍ,100,小売業
3196,ホットランド,3196ホットランド,東証１,100,小売業
3197,すかいらーくホールディングス,3197すかいらーく,東証１,100,小売業
3198,ＳＦＰホールディングス,3198ＳＦＰホールディングス,東証１,100,小売業
3199,綿半ホールディングス,3199綿半ホールディングス,東証１,100,小売業
3201,日本毛織,3201日本毛織,東証１,100,繊維製品
3202,ダイトウボウ,3202ダイトウボウ,東証１,100,繊維製品
3204,トーア紡コーポレーション,3204トーア紡,東証１,100,繊維製品
3205,ダイドーリミテッド,3205ダイドーリミテッド,東証１,100,繊維製品
3209,カネヨウ,3209カネヨウ,東証２,100,卸売業
3221,ヨシックス,3221ヨシックス,東証１,100,小売業
3222,ユナイテッド・スーパーマーケット・ホールディングス,3222ＵＳＭＨ,東証１,100,小売業
3223,エスエルディー,3223エスエルディー,ＪＱ,100,小売業
